"","SRR12885679","SRR12885688","SRR12885709","SRR12885579","SRR12885580","SRR12885581"
"ENSG00000185596",1,1,1,1,1,1
"ENSG00000185607",1,1,3,1,1,1
"ENSG00000185608",2677,2884,2196,1,1,1
"ENSG00000185610",1,2,1,1,1,1
"ENSG00000185614",21,46,13,1,1,1
"ENSG00000185615",1285,1127,113,1,1,1
"ENSG00000185619",3127,2983,3102,1,1,1
"ENSG00000185621",1144,1102,2106,1,1,1
"ENSG00000185624",47088,80857,87862,1,1,1
"ENSG00000185627",6388,7431,9310,1,1,1
"ENSG00000185630",9902,12786,683,1,1,1
"ENSG00000185631",1,1,4,1,1,1
"ENSG00000185633",450,297,3285,1,1,1
"ENSG00000185634",324,339,839,1,1,1
"ENSG00000185638",1,1,1,1,1,1
"ENSG00000185640",3,4,4,1,1,1
"ENSG00000185641",281,623,446,1,1,1
"ENSG00000185650",7290,10131,9335,1,1,1
"ENSG00000185651",8416,7623,17021,1,1,1
"ENSG00000185652",1,6,1,1,1,1
"ENSG00000185658",6562,11941,11322,1,1,1
"ENSG00000185662",4,6,22,1,1,1
"ENSG00000185664",139,292,65,1,1,1
"ENSG00000185666",31,16,55,1,1,1
"ENSG00000185668",41,25,285,1,1,1
"ENSG00000185669",45,68,13,1,1,1
"ENSG00000185670",364,357,176,1,1,1
"ENSG00000185674",11,5,62,1,1,1
"ENSG00000185681",15,10,11,1,1,1
"ENSG00000185684",1,7,17,1,1,1
"ENSG00000185686",1,1,1,1,1,1
"ENSG00000185689",8,55,7,1,1,1
"ENSG00000185697",128,153,1294,1,1,1
"ENSG00000185700",1,1,1,1,1,1
"ENSG00000185701",1,1,1,1,1,1
"ENSG00000185710",4,2,11,1,1,1
"ENSG00000185716",1658,2160,4410,1,1,1
"ENSG00000185721",4554,4359,7502,1,1,1
"ENSG00000185722",5799,4786,4761,1,1,1
"ENSG00000185728",8275,9583,44048,1,1,1
"ENSG00000185730",619,549,562,1,1,1
"ENSG00000185736",87,179,94,1,1,1
"ENSG00000185737",147,165,97,1,1,1
"ENSG00000185739",6,9,17,1,1,1
"ENSG00000185742",6,29,20,1,1,1
"ENSG00000185745",3824,2955,544,1,1,1
"ENSG00000185753",1876,2594,2822,1,1,1
"ENSG00000185758",1,1,3,1,1,1
"ENSG00000185760",53,37,26,1,1,1
"ENSG00000185761",21,40,13,1,1,1
"ENSG00000185774",10,35,65,1,1,1
"ENSG00000185775",1,1,1,1,1,1
"ENSG00000185787",27692,29380,54481,1,1,1
"ENSG00000185792",42,107,227,1,1,1
"ENSG00000185798",865,857,1322,1,1,1
"ENSG00000185800",1260,1304,2235,1,1,1
"ENSG00000185803",1154,1592,2328,1,1,1
"ENSG00000185808",3295,3068,1350,1,1,1
"ENSG00000185811",34,66,8,1,1,1
"ENSG00000185813",1743,1872,2082,1,1,1
"ENSG00000185818",3464,2552,948,1,1,1
"ENSG00000185821",1,1,1,1,1,1
"ENSG00000185823",11,20,18,1,1,1
"ENSG00000185825",12536,11815,11351,1,1,1
"ENSG00000185829",180,305,236,1,1,1
"ENSG00000185834",109,169,78,1,1,1
"ENSG00000185837",22,50,89,1,1,1
"ENSG00000185838",74,34,184,1,1,1
"ENSG00000185839",216,182,233,1,1,1
"ENSG00000185842",909,1074,1376,1,1,1
"ENSG00000185847",1,1,1,1,1,1
"ENSG00000185860",4,10,4,1,1,1
"ENSG00000185862",62,172,1007,1,1,1
"ENSG00000185863",1,1,1,1,1,1
"ENSG00000185864",97,264,806,1,1,1
"ENSG00000185869",547,867,2409,1,1,1
"ENSG00000185873",1,1,1,1,1,1
"ENSG00000185875",1214,784,400,1,1,1
"ENSG00000185880",3711,2219,1135,1,1,1
"ENSG00000185883",154,362,2642,1,1,1
"ENSG00000185885",449,394,106,1,1,1
"ENSG00000185888",1,1,4,1,1,1
"ENSG00000185894",1,1,1,1,1,1
"ENSG00000185896",30582,33947,61476,1,1,1
"ENSG00000185897",132,43,14,1,1,1
"ENSG00000185899",1,2,2,1,1,1
"ENSG00000185900",2554,2691,1553,1,1,1
"ENSG00000185903",1,1,1,1,1,1
"ENSG00000185904",1332,305,365,1,1,1
"ENSG00000185905",35,22,4,1,1,1
"ENSG00000185909",1163,1270,518,1,1,1
"ENSG00000185915",239,68,69,1,1,1
"ENSG00000185917",829,1038,1643,1,1,1
"ENSG00000185920",3737,4560,3680,1,1,1
"ENSG00000185924",1251,943,134,1,1,1
"ENSG00000185926",1,1,1,1,1,1
"ENSG00000185933",1,2,13,1,1,1
"ENSG00000185940",30,38,2,1,1,1
"ENSG00000185942",29,24,17,1,1,1
"ENSG00000185946",1043,1626,2699,1,1,1
"ENSG00000185947",1284,2225,3304,1,1,1
"ENSG00000185950",3833,7571,53774,1,1,1
"ENSG00000185955",1,3,65,1,1,1
"ENSG00000185958",10,9,20,1,1,1
"ENSG00000185960",1,1,1,1,1,1
"ENSG00000185962",1,1,1,1,1,1
"ENSG00000185963",3416,2928,4335,1,1,1
"ENSG00000185966",1,3,7,1,1,1
"ENSG00000185972",1,1,1,1,1,1
"ENSG00000185973",1187,756,356,1,1,1
"ENSG00000185974",1,3,8,1,1,1
"ENSG00000185982",1,1,1,1,1,1
"ENSG00000185985",91,33,25,1,1,1
"ENSG00000185986",14,6,24,1,1,1
"ENSG00000185988",3,1,48,1,1,1
"ENSG00000185989",687,601,541,1,1,1
"ENSG00000186001",3651,2981,3370,1,1,1
"ENSG00000186007",34,107,10,1,1,1
"ENSG00000186008",1,1,1,1,1,1
"ENSG00000186009",2,1,3,1,1,1
"ENSG00000186010",155,176,470,1,1,1
"ENSG00000186017",1201,1158,1542,1,1,1
"ENSG00000186019",115,34,228,1,1,1
"ENSG00000186020",1339,1750,3549,1,1,1
"ENSG00000186026",216,174,161,1,1,1
"ENSG00000186038",1,1,1,1,1,1
"ENSG00000186047",4,4,1,1,1,1
"ENSG00000186049",1,1,1,1,1,1
"ENSG00000186051",3,4,25,1,1,1
"ENSG00000186056",45,110,235,1,1,1
"ENSG00000186063",3687,4381,4333,1,1,1
"ENSG00000186073",436,431,325,1,1,1
"ENSG00000186074",87,38,1,1,1,1
"ENSG00000186075",1,1,1,1,1,1
"ENSG00000186076",120,144,431,1,1,1
"ENSG00000186081",207,160,2,1,1,1
"ENSG00000186082",1,1,1,1,1,1
"ENSG00000186086",1,1,1,1,1,1
"ENSG00000186088",2938,2406,198,1,1,1
"ENSG00000186090",1,1,1,1,1,1
"ENSG00000186092",1,1,1,1,1,1
"ENSG00000186094",313,393,111,1,1,1
"ENSG00000186103",3,1,1,1,1,1
"ENSG00000186104",1305,2262,1844,1,1,1
"ENSG00000186105",8,39,89,1,1,1
"ENSG00000186106",1832,1788,1057,1,1,1
"ENSG00000186111",2209,2335,1509,1,1,1
"ENSG00000186113",1,1,1,1,1,1
"ENSG00000186115",22,233,2,1,1,1
"ENSG00000186118",20,73,17,1,1,1
"ENSG00000186119",1,1,1,1,1,1
"ENSG00000186124",1,1,1,1,1,1
"ENSG00000186130",2169,3084,4959,1,1,1
"ENSG00000186132",778,512,713,1,1,1
"ENSG00000186136",1,1,3,1,1,1
"ENSG00000186141",1755,2033,4735,1,1,1
"ENSG00000186143",1,1,1,1,1,1
"ENSG00000186146",1,1,1,1,1,1
"ENSG00000186148",1,1,1,1,1,1
"ENSG00000186150",1,1,27,1,1,1
"ENSG00000186152",1,1,1,1,1,1
"ENSG00000186153",1633,2378,1342,1,1,1
"ENSG00000186160",1,1,1,1,1,1
"ENSG00000186162",1,1,1,1,1,1
"ENSG00000186163",1,1,1,1,1,1
"ENSG00000186166",1065,1966,3069,1,1,1
"ENSG00000186174",3103,4016,4444,1,1,1
"ENSG00000186184",4611,10409,11935,1,1,1
"ENSG00000186185",18,9,15,1,1,1
"ENSG00000186187",1126,1586,429,1,1,1
"ENSG00000186188",2146,771,149,1,1,1
"ENSG00000186190",1,1,1,1,1,1
"ENSG00000186191",1,1,1,1,1,1
"ENSG00000186193",64,98,183,1,1,1
"ENSG00000186197",4375,3292,488,1,1,1
"ENSG00000186198",33,14,35,1,1,1
"ENSG00000186204",171,1530,2,1,1,1
"ENSG00000186205",247,484,115,1,1,1
"ENSG00000186207",5,1,1,1,1,1
"ENSG00000186212",668,1046,117,1,1,1
"ENSG00000186222",367,614,1123,1,1,1
"ENSG00000186226",1,1,2,1,1,1
"ENSG00000186230",690,721,1021,1,1,1
"ENSG00000186231",392,283,126,1,1,1
"ENSG00000186234",2,1,1,1,1,1
"ENSG00000186235",50,31,122,1,1,1
"ENSG00000186244",1,1,1,1,1,1
"ENSG00000186260",5638,6965,4562,1,1,1
"ENSG00000186265",1,8,185,1,1,1
"ENSG00000186268",1,1,1,1,1,1
"ENSG00000186272",593,676,1220,1,1,1
"ENSG00000186280",152,196,527,1,1,1
"ENSG00000186281",36,40,50,1,1,1
"ENSG00000186283",3416,3907,5846,1,1,1
"ENSG00000186288",2,1,1,1,1,1
"ENSG00000186297",8,39,10,1,1,1
"ENSG00000186298",10536,15741,19320,1,1,1
"ENSG00000186300",895,1714,4278,1,1,1
"ENSG00000186301",908,698,163,1,1,1
"ENSG00000186306",1,1,1,1,1,1
"ENSG00000186310",3237,2630,736,1,1,1
"ENSG00000186312",12,18,74,1,1,1
"ENSG00000186314",584,1056,154,1,1,1
"ENSG00000186318",5814,8648,2488,1,1,1
"ENSG00000186326",6,12,11,1,1,1
"ENSG00000186328",1,1,1,1,1,1
"ENSG00000186329",1,1,1,1,1,1
"ENSG00000186334",2,2,16,1,1,1
"ENSG00000186335",1,1,1,1,1,1
"ENSG00000186340",884,1065,1202,1,1,1
"ENSG00000186350",7483,7971,1943,1,1,1
"ENSG00000186352",171,346,1218,1,1,1
"ENSG00000186364",164,168,685,1,1,1
"ENSG00000186367",1,1,1,1,1,1
"ENSG00000186369",4462,4748,890,1,1,1
"ENSG00000186376",1671,1929,2827,1,1,1
"ENSG00000186377",590,126,2,1,1,1
"ENSG00000186393",1,1,1,1,1,1
"ENSG00000186395",1173,1408,3031,1,1,1
"ENSG00000186399",148,115,108,1,1,1
"ENSG00000186407",1,1,2,1,1,1
"ENSG00000186409",818,725,1029,1,1,1
"ENSG00000186416",1138,753,2227,1,1,1
"ENSG00000186417",55,78,3,1,1,1
"ENSG00000186431",1,2,1,1,1,1
"ENSG00000186432",6603,9549,20760,1,1,1
"ENSG00000186439",1,2,1,1,1,1
"ENSG00000186440",1,1,1,1,1,1
"ENSG00000186442",11,22,1,1,1,1
"ENSG00000186446",530,653,678,1,1,1
"ENSG00000186448",3430,5182,3986,1,1,1
"ENSG00000186451",29,45,6,1,1,1
"ENSG00000186452",48,10,107,1,1,1
"ENSG00000186453",4,16,23,1,1,1
"ENSG00000186458",1,1,1,1,1,1
"ENSG00000186462",5346,5039,1670,1,1,1
"ENSG00000186466",1,3,8,1,1,1
"ENSG00000186468",34016,38566,37786,1,1,1
"ENSG00000186469",12816,16153,3575,1,1,1
"ENSG00000186470",710,1119,349,1,1,1
"ENSG00000186471",1,2,7,1,1,1
"ENSG00000186472",9697,10621,2578,1,1,1
"ENSG00000186474",1,4,1,1,1,1
"ENSG00000186479",373,370,297,1,1,1
"ENSG00000186480",10165,28001,64810,1,1,1
"ENSG00000186481",10,30,319,1,1,1
"ENSG00000186487",3083,1419,173,1,1,1
"ENSG00000186493",1012,767,109,1,1,1
"ENSG00000186496",557,963,612,1,1,1
"ENSG00000186501",3287,2901,8875,1,1,1
"ENSG00000186508",1,1,1,1,1,1
"ENSG00000186509",1,1,1,1,1,1
"ENSG00000186510",79,52,20,1,1,1
"ENSG00000186513",1,1,1,1,1,1
"ENSG00000186517",124,437,107,1,1,1
"ENSG00000186522",3085,4562,6508,1,1,1
"ENSG00000186523",134,103,37,1,1,1
"ENSG00000186526",7,1,1,1,1,1
"ENSG00000186529",1852,2796,10,1,1,1
"ENSG00000186532",825,1016,1274,1,1,1
"ENSG00000186543",6,3,1,1,1,1
"ENSG00000186562",1,1,1,1,1,1
"ENSG00000186564",19,32,9,1,1,1
"ENSG00000186566",6399,8438,13993,1,1,1
"ENSG00000186567",1276,1349,2562,1,1,1
"ENSG00000186572",1,1,1,1,1,1
"ENSG00000186575",2654,2547,2483,1,1,1
"ENSG00000186577",2297,2878,2615,1,1,1
"ENSG00000186579",1,1,1,1,1,1
"ENSG00000186583",3,6,5,1,1,1
"ENSG00000186591",17191,18126,14594,1,1,1
"ENSG00000186594",2450,6303,11196,1,1,1
"ENSG00000186599",1,1,2,1,1,1
"ENSG00000186603",17,40,38,1,1,1
"ENSG00000186615",259,384,231,1,1,1
"ENSG00000186625",1013,1163,3259,1,1,1
"ENSG00000186628",22,13,55,1,1,1
"ENSG00000186635",8511,5339,4565,1,1,1
"ENSG00000186638",104,191,246,1,1,1
"ENSG00000186642",196,120,654,1,1,1
"ENSG00000186645",1,1,1,1,1,1
"ENSG00000186648",1142,504,183,1,1,1
"ENSG00000186652",1,9,44,1,1,1
"ENSG00000186654",73,107,29,1,1,1
"ENSG00000186660",7602,11995,22894,1,1,1
"ENSG00000186665",469,814,560,1,1,1
"ENSG00000186666",753,800,2349,1,1,1
"ENSG00000186675",224,262,13,1,1,1
"ENSG00000186676",1,2,1,1,1,1
"ENSG00000186678",1,1,1,1,1,1
"ENSG00000186684",1,3,11,1,1,1
"ENSG00000186687",3779,2885,4654,1,1,1
"ENSG00000186704",1,2,3,1,1,1
"ENSG00000186710",4,6,30,1,1,1
"ENSG00000186714",7,8,103,1,1,1
"ENSG00000186715",1,1,1,1,1,1
"ENSG00000186716",8004,8152,2669,1,1,1
"ENSG00000186723",9,2,4,1,1,1
"ENSG00000186732",5,1,1,1,1,1
"ENSG00000186743",1,1,1,1,1,1
"ENSG00000186765",68,89,32,1,1,1
"ENSG00000186766",1,2,1,1,1,1
"ENSG00000186767",738,806,663,1,1,1
"ENSG00000186777",10,41,48,1,1,1
"ENSG00000186787",266,285,64,1,1,1
"ENSG00000186788",1,1,1,1,1,1
"ENSG00000186790",1,2,19,1,1,1
"ENSG00000186792",91,53,128,1,1,1
"ENSG00000186795",1,1,1,1,1,1
"ENSG00000186803",1,1,1,1,1,1
"ENSG00000186806",41,37,131,1,1,1
"ENSG00000186810",2,8,1,1,1,1
"ENSG00000186812",3156,3686,4830,1,1,1
"ENSG00000186814",3230,3334,2847,1,1,1
"ENSG00000186815",3690,5918,1212,1,1,1
"ENSG00000186818",75,83,1,1,1,1
"ENSG00000186825",5,1,2,1,1,1
"ENSG00000186827",2,18,6,1,1,1
"ENSG00000186831",1,1,1,1,1,1
"ENSG00000186832",7,52,40,1,1,1
"ENSG00000186834",6393,5434,31015,1,1,1
"ENSG00000186838",1,1,8,1,1,1
"ENSG00000186844",1,1,1,1,1,1
"ENSG00000186847",2,7,1,1,1,1
"ENSG00000186854",6,7,31,1,1,1
"ENSG00000186860",1,1,1,1,1,1
"ENSG00000186862",115,171,34,1,1,1
"ENSG00000186866",2686,1780,5207,1,1,1
"ENSG00000186867",1,1,1,1,1,1
"ENSG00000186868",5668,3342,1567,1,1,1
"ENSG00000186871",23,37,180,1,1,1
"ENSG00000186881",1,1,1,1,1,1
"ENSG00000186886",1,1,1,1,1,1
"ENSG00000186889",2228,1744,512,1,1,1
"ENSG00000186891",19,27,30,1,1,1
"ENSG00000186895",1,1,1,1,1,1
"ENSG00000186897",16,37,32,1,1,1
"ENSG00000186907",102,188,258,1,1,1
"ENSG00000186908",5777,6630,8198,1,1,1
"ENSG00000186910",3,3,1,1,1,1
"ENSG00000186912",6,22,4,1,1,1
"ENSG00000186918",5329,6650,5512,1,1,1
"ENSG00000186919",8,15,150,1,1,1
"ENSG00000186924",1,1,1,1,1,1
"ENSG00000186925",1,1,1,1,1,1
"ENSG00000186930",1,1,1,1,1,1
"ENSG00000186940",56,54,1,1,1,1
"ENSG00000186943",1,1,1,1,1,1
"ENSG00000186951",3173,3812,3575,1,1,1
"ENSG00000186952",403,183,140,1,1,1
"ENSG00000186960",1,1,1,1,1,1
"ENSG00000186965",1,1,1,1,1,1
"ENSG00000186967",1,1,1,1,1,1
"ENSG00000186970",1,1,1,1,1,1
"ENSG00000186971",1,1,1,1,1,1
"ENSG00000186973",22,12,16,1,1,1
"ENSG00000186976",241,301,192,1,1,1
"ENSG00000186977",1,1,1,1,1,1
"ENSG00000186980",1,1,1,1,1,1
"ENSG00000186994",13,30,45,1,1,1
"ENSG00000186998",151,182,51,1,1,1
"ENSG00000187003",1,1,1,1,1,1
"ENSG00000187005",1,1,1,1,1,1
"ENSG00000187010",19,21,70,1,1,1
"ENSG00000187012",1,1,1,1,1,1
"ENSG00000187013",1,1,1,1,1,1
"ENSG00000187017",17,313,57,1,1,1
"ENSG00000187021",10441,8340,685,1,1,1
"ENSG00000187024",17,15,46,1,1,1
"ENSG00000187026",1,1,3710,1,1,1
"ENSG00000187033",1,1,1,1,1,1
"ENSG00000187037",1,23,1,1,1,1
"ENSG00000187045",1869,554,148,1,1,1
"ENSG00000187048",17,36,1,1,1,1
"ENSG00000187049",887,648,1045,1,1,1
"ENSG00000187051",2627,3188,7148,1,1,1
"ENSG00000187054",1,1,14,1,1,1
"ENSG00000187066",3,10,54,1,1,1
"ENSG00000187068",120,100,201,1,1,1
"ENSG00000187079",11588,13517,7474,1,1,1
"ENSG00000187080",1,1,1,1,1,1
"ENSG00000187082",1,1,1,1,1,1
"ENSG00000187091",664,691,160,1,1,1
"ENSG00000187094",1,8,52,1,1,1
"ENSG00000187097",1039,1165,699,1,1,1
"ENSG00000187098",889,971,540,1,1,1
"ENSG00000187103",1,1,1,1,1,1
"ENSG00000187105",102,156,185,1,1,1
"ENSG00000187109",22489,34443,39045,1,1,1
"ENSG00000187116",30,10,1,1,1,1
"ENSG00000187118",1166,1057,1015,1,1,1
"ENSG00000187122",2790,2571,420,1,1,1
"ENSG00000187123",279,370,35,1,1,1
"ENSG00000187134",5369,28372,34067,1,1,1
"ENSG00000187135",1,1,1,1,1,1
"ENSG00000187140",1,1,7,1,1,1
"ENSG00000187144",4,6,31,1,1,1
"ENSG00000187147",3820,4392,6678,1,1,1
"ENSG00000187151",40,25,18,1,1,1
"ENSG00000187164",8804,11020,12070,1,1,1
"ENSG00000187166",4,10,29,1,1,1
"ENSG00000187170",1,1,1,1,1,1
"ENSG00000187172",1,1,1,1,1,1
"ENSG00000187173",1,1,7,1,1,1
"ENSG00000187175",1,1,1,1,1,1
"ENSG00000187180",1,1,1,1,1,1
"ENSG00000187185",25,54,5,1,1,1
"ENSG00000187186",71,36,127,1,1,1
"ENSG00000187187",658,578,598,1,1,1
"ENSG00000187189",9026,8343,5093,1,1,1
"ENSG00000187191",1,1,1,1,1,1
"ENSG00000187193",151,201,1282,1,1,1
"ENSG00000187210",5381,7168,3117,1,1,1
"ENSG00000187223",1,1,1,1,1,1
"ENSG00000187229",1,1,2,1,1,1
"ENSG00000187231",5891,12048,4879,1,1,1
"ENSG00000187238",1,1,1,1,1,1
"ENSG00000187239",1777,2389,1717,1,1,1
"ENSG00000187240",3649,3174,2112,1,1,1
"ENSG00000187242",3,2,4,1,1,1
"ENSG00000187243",1084,10,4,1,1,1
"ENSG00000187244",6846,11955,408,1,1,1
"ENSG00000187257",3554,3962,2969,1,1,1
"ENSG00000187258",1,1,1,1,1,1
"ENSG00000187260",44,21,133,1,1,1
"ENSG00000187266",1345,1829,1018,1,1,1
"ENSG00000187268",2,1,1,1,1,1
"ENSG00000187272",1,1,1,1,1,1
"ENSG00000187288",7,40,4,1,1,1
"ENSG00000187323",41,1099,63,1,1,1
"ENSG00000187325",3777,4785,4023,1,1,1
"ENSG00000187372",1161,952,263,1,1,1
"ENSG00000187391",3143,3889,2753,1,1,1
"ENSG00000187398",28,93,227,1,1,1
"ENSG00000187416",13,13,22,1,1,1
"ENSG00000187446",9038,12652,8156,1,1,1
"ENSG00000187472",1,1,1,1,1,1
"ENSG00000187474",166,185,9,1,1,1
"ENSG00000187475",1,2,36,1,1,1
"ENSG00000187479",67,134,2424,1,1,1
"ENSG00000187481",1,1,1,1,1,1
"ENSG00000187483",1,1,1,1,1,1
"ENSG00000187486",7149,4367,1765,1,1,1
"ENSG00000187492",3,6,9,1,1,1
"ENSG00000187498",5409,4532,1440,1,1,1
"ENSG00000187504",1,1,1,1,1,1
"ENSG00000187510",60,52,1,1,1,1
"ENSG00000187513",40,10,3,1,1,1
"ENSG00000187514",37027,49802,66604,1,1,1
"ENSG00000187516",1,1,1,1,1,1
"ENSG00000187522",1058,1688,2426,1,1,1
"ENSG00000187527",11,13,2,1,1,1
"ENSG00000187531",956,983,3764,1,1,1
"ENSG00000187533",1,1,1,1,1,1
"ENSG00000187534",258,148,124,1,1,1
"ENSG00000187535",1430,991,1107,1,1,1
"ENSG00000187536",1,1,1,1,1,1
"ENSG00000187537",1,1,1,1,1,1
"ENSG00000187545",1,1,1,1,1,1
"ENSG00000187546",21,55,2,1,1,1
"ENSG00000187550",202,87,26,1,1,1
"ENSG00000187553",1,1,7,1,1,1
"ENSG00000187554",433,286,61,1,1,1
"ENSG00000187555",11981,15778,15914,1,1,1
"ENSG00000187556",25,16,17,1,1,1
"ENSG00000187559",1,1,4,1,1,1
"ENSG00000187566",457,567,585,1,1,1
"ENSG00000187569",1,1,1,1,1,1
"ENSG00000187581",6,1,34,1,1,1
"ENSG00000187583",123,255,83,1,1,1
"ENSG00000187589",6,1,14,1,1,1
"ENSG00000187595",33,144,97,1,1,1
"ENSG00000187600",1,1,1,1,1,1
"ENSG00000187601",3927,2284,2284,1,1,1
"ENSG00000187605",1306,2338,4544,1,1,1
"ENSG00000187607",452,465,1060,1,1,1
"ENSG00000187608",571,969,538,1,1,1
"ENSG00000187609",643,733,325,1,1,1
"ENSG00000187612",1,1,1,1,1,1
"ENSG00000187616",26,6,2,1,1,1
"ENSG00000187621",42,48,1,1,1,1
"ENSG00000187624",273,187,137,1,1,1
"ENSG00000187626",577,699,547,1,1,1
"ENSG00000187627",2,15,38,1,1,1
"ENSG00000187630",456,585,179,1,1,1
"ENSG00000187634",3717,1177,503,1,1,1
"ENSG00000187642",1,23,16,1,1,1
"ENSG00000187650",536,491,253,1,1,1
"ENSG00000187653",1790,2936,618,1,1,1
"ENSG00000187657",1,1,1,1,1,1
"ENSG00000187658",1,3,1,1,1,1
"ENSG00000187664",2,1,4,1,1,1
"ENSG00000187672",172,214,440,1,1,1
"ENSG00000187676",868,1410,835,1,1,1
"ENSG00000187678",1986,1655,1206,1,1,1
"ENSG00000187682",2,3,41,1,1,1
"ENSG00000187686",14,14,51,1,1,1
"ENSG00000187688",144,214,93,1,1,1
"ENSG00000187689",1,1,8,1,1,1
"ENSG00000187690",7,8,11,1,1,1
"ENSG00000187699",192,602,1210,1,1,1
"ENSG00000187701",1,1,1,1,1,1
"ENSG00000187713",1637,1715,2205,1,1,1
"ENSG00000187714",10,3,13,1,1,1
"ENSG00000187715",84,46,30,1,1,1
"ENSG00000187720",1658,2180,131,1,1,1
"ENSG00000187721",1,1,1,1,1,1
"ENSG00000187726",22,28,45,1,1,1
"ENSG00000187730",3,12,1,1,1,1
"ENSG00000187733",1,2,1,1,1,1
"ENSG00000187735",11897,18583,30517,1,1,1
"ENSG00000187736",351,340,725,1,1,1
"ENSG00000187741",98,226,634,1,1,1
"ENSG00000187742",5556,5071,7089,1,1,1
"ENSG00000187747",1,1,1,1,1,1
"ENSG00000187753",3,14,26,1,1,1
"ENSG00000187754",1,1,1,1,1,1
"ENSG00000187758",7,220,1,1,1,1
"ENSG00000187762",1,3,11,1,1,1
"ENSG00000187763",1,3,1,1,1,1
"ENSG00000187764",2132,1922,4043,1,1,1
"ENSG00000187766",1,1,1,1,1,1
"ENSG00000187772",2,1,16,1,1,1
"ENSG00000187773",1,3,1,1,1,1
"ENSG00000187775",91,137,1856,1,1,1
"ENSG00000187778",3436,2213,2764,1,1,1
"ENSG00000187783",281,99,3,1,1,1
"ENSG00000187790",440,624,2093,1,1,1
"ENSG00000187791",1,1,1,1,1,1
"ENSG00000187792",549,410,405,1,1,1
"ENSG00000187796",17,37,92,1,1,1
"ENSG00000187800",80,145,59,1,1,1
"ENSG00000187801",360,461,252,1,1,1
"ENSG00000187806",1,1,1,1,1,1
"ENSG00000187808",15,9,54,1,1,1
"ENSG00000187812",1,1,1,1,1,1
"ENSG00000187815",208,337,67,1,1,1
"ENSG00000187821",1,1,1,1,1,1
"ENSG00000187823",1,3,1,1,1,1
"ENSG00000187824",977,1356,556,1,1,1
"ENSG00000187833",1,1,5,1,1,1
"ENSG00000187837",599,2822,4432,1,1,1
"ENSG00000187838",12,15,5,1,1,1
"ENSG00000187840",2148,1980,2732,1,1,1
"ENSG00000187847",1,1,1,1,1,1
"ENSG00000187848",57,10,27,1,1,1
"ENSG00000187855",1,2,2,1,1,1
"ENSG00000187857",1,1,1,1,1,1
"ENSG00000187860",171,113,364,1,1,1
"ENSG00000187862",3,3,50,1,1,1
"ENSG00000187866",2669,2496,2409,1,1,1
"ENSG00000187867",1409,1607,21,1,1,1
"ENSG00000187870",1,1,2,1,1,1
"ENSG00000187871",2,7,1,1,1,1
"ENSG00000187889",834,2935,100,1,1,1
"ENSG00000187893",1,1,1,1,1,1
"ENSG00000187900",1,1,1,1,1,1
"ENSG00000187902",147,86,130,1,1,1
"ENSG00000187904",3,3,1,1,1,1
"ENSG00000187905",2,11,20,1,1,1
"ENSG00000187908",1565,623,2,1,1,1
"ENSG00000187912",1,4,17,1,1,1
"ENSG00000187918",1,1,1,1,1,1
"ENSG00000187922",4,3,43,1,1,1
"ENSG00000187942",9,6,2,1,1,1
"ENSG00000187944",13,35,139,1,1,1
"ENSG00000187950",3,2,10,1,1,1
"ENSG00000187951",1,1,1,1,1,1
"ENSG00000187952",4,10,6,1,1,1
"ENSG00000187953",1,1,1,1,1,1
"ENSG00000187954",811,1142,2130,1,1,1
"ENSG00000187955",485,261,196,1,1,1
"ENSG00000187957",1605,957,654,1,1,1
"ENSG00000187959",6,6,5,1,1,1
"ENSG00000187961",810,408,644,1,1,1
"ENSG00000187969",1,1,1,1,1,1
"ENSG00000187979",2,20,1,1,1,1
"ENSG00000187980",17,19,1,1,1,1
"ENSG00000187984",1,1,1,1,1,1
"ENSG00000187987",211,219,279,1,1,1
"ENSG00000187988",4,15,6,1,1,1
"ENSG00000187994",1805,1655,733,1,1,1
"ENSG00000187997",1,1,5,1,1,1
"ENSG00000187999",3,1,1,1,1,1
"ENSG00000188000",8,7,373,1,1,1
"ENSG00000188001",13,13,53,1,1,1
"ENSG00000188002",1,1,1,1,1,1
"ENSG00000188004",1,2,1,1,1,1
"ENSG00000188010",1607,2029,2083,1,1,1
"ENSG00000188011",1,3,18,1,1,1
"ENSG00000188013",30,40,12,1,1,1
"ENSG00000188015",37,28,29,1,1,1
"ENSG00000188021",6884,5278,5451,1,1,1
"ENSG00000188026",293,429,141,1,1,1
"ENSG00000188029",1,1,1,1,1,1
"ENSG00000188032",3,5,2,1,1,1
"ENSG00000188033",433,444,981,1,1,1
"ENSG00000188037",4,4,31,1,1,1
"ENSG00000188038",1,1,3,1,1,1
"ENSG00000188039",698,265,46,1,1,1
"ENSG00000188042",2949,4880,8403,1,1,1
"ENSG00000188050",4,27,28,1,1,1
"ENSG00000188051",6,16,1,1,1,1
"ENSG00000188056",1,8,32,1,1,1
"ENSG00000188060",79,137,55,1,1,1
"ENSG00000188064",84,877,27,1,1,1
"ENSG00000188070",2785,3241,1398,1,1,1
"ENSG00000188076",1,3,4,1,1,1
"ENSG00000188078",1,2,1,1,1,1
"ENSG00000188086",1,3,1,1,1,1
"ENSG00000188089",1,16,4,1,1,1
"ENSG00000188092",468,935,1168,1,1,1
"ENSG00000188095",48,27,1,1,1,1
"ENSG00000188100",1,1,1,1,1,1
