"","SRR12885679","SRR12885688","SRR12885709","SRR12885579","SRR12885580","SRR12885581"
"ENSG00000274691",1,3,1,1,1,1
"ENSG00000274693",1,1,1,1,1,1
"ENSG00000274695",41,32,23,1,1,1
"ENSG00000274697",1,1,1,1,1,1
"ENSG00000274698",69,93,151,1,1,1
"ENSG00000274701",1,1,1,1,1,1
"ENSG00000274702",1,1,1,1,1,1
"ENSG00000274704",1,1,1,1,1,1
"ENSG00000274705",1,1,1,1,1,1
"ENSG00000274709",1,1,1,1,1,1
"ENSG00000274711",1,2,1,1,1,1
"ENSG00000274712",1,1,1,1,1,1
"ENSG00000274713",1,1,1,1,1,1
"ENSG00000274716",1,1,1,1,1,1
"ENSG00000274717",5,9,137,1,1,1
"ENSG00000274718",46,3,32,1,1,1
"ENSG00000274719",3,1,1,1,1,1
"ENSG00000274721",3,4,1,1,1,1
"ENSG00000274723",7,5,1,1,1,1
"ENSG00000274727",19,22,1,1,1,1
"ENSG00000274730",1,1,1,1,1,1
"ENSG00000274732",1,1,1,1,1,1
"ENSG00000274736",2,2,1,1,1,1
"ENSG00000274737",9,8,15,1,1,1
"ENSG00000274740",1,1,1,1,1,1
"ENSG00000274742",1,1,1,1,1,1
"ENSG00000274747",1,1,1,1,1,1
"ENSG00000274748",1,1,1,1,1,1
"ENSG00000274749",1,1,1,1,1,1
"ENSG00000274750",22,15,160,1,1,1
"ENSG00000274751",13,9,40,1,1,1
"ENSG00000274752",1,1,1,1,1,1
"ENSG00000274755",1,1,1,1,1,1
"ENSG00000274756",10,7,67,1,1,1
"ENSG00000274758",1,1,1,1,1,1
"ENSG00000274759",2,3,1,1,1,1
"ENSG00000274760",1,1,1,1,1,1
"ENSG00000274764",1,1,1,1,1,1
"ENSG00000274765",34,30,11,1,1,1
"ENSG00000274766",1,1,1,1,1,1
"ENSG00000274767",1,1,1,1,1,1
"ENSG00000274769",4,12,5,1,1,1
"ENSG00000274770",1,1,1,1,1,1
"ENSG00000274772",1,1,6,1,1,1
"ENSG00000274775",2,6,10,1,1,1
"ENSG00000274776",19,10,36,1,1,1
"ENSG00000274777",1,1,1,1,1,1
"ENSG00000274790",1,1,1,1,1,1
"ENSG00000274792",1,1,1,1,1,1
"ENSG00000274797",1,1,3,1,1,1
"ENSG00000274798",1,1,1,1,1,1
"ENSG00000274799",1,6,19,1,1,1
"ENSG00000274800",1,1,1,1,1,1
"ENSG00000274805",1,1,1,1,1,1
"ENSG00000274808",1,1,2,1,1,1
"ENSG00000274809",1,1,1,1,1,1
"ENSG00000274810",1,1,8,1,1,1
"ENSG00000274813",1,1,1,1,1,1
"ENSG00000274814",1,1,1,1,1,1
"ENSG00000274816",7,19,2,1,1,1
"ENSG00000274817",1,1,1,1,1,1
"ENSG00000274818",33,111,36,1,1,1
"ENSG00000274819",1,1,1,1,1,1
"ENSG00000274820",1,1,1,1,1,1
"ENSG00000274822",1,1,1,1,1,1
"ENSG00000274823",1,1,1,1,1,1
"ENSG00000274824",1,1,1,1,1,1
"ENSG00000274825",1,1,1,1,1,1
"ENSG00000274827",1,1,1,1,1,1
"ENSG00000274828",731,847,1187,1,1,1
"ENSG00000274832",1,1,1,1,1,1
"ENSG00000274833",1,2,1,1,1,1
"ENSG00000274834",1,1,4,1,1,1
"ENSG00000274835",1,1,8,1,1,1
"ENSG00000274836",1,1,1,1,1,1
"ENSG00000274837",1,1,1,1,1,1
"ENSG00000274838",1,1,1,1,1,1
"ENSG00000274840",1,20,1,1,1,1
"ENSG00000274841",1,2,1,1,1,1
"ENSG00000274844",1,1,1,1,1,1
"ENSG00000274845",1,1,1,1,1,1
"ENSG00000274847",1,1,1,1,1,1
"ENSG00000274848",5,9,1,1,1,1
"ENSG00000274849",2,14,7,1,1,1
"ENSG00000274852",1,1,1,1,1,1
"ENSG00000274855",3,1,1,1,1,1
"ENSG00000274859",1,1,1,1,1,1
"ENSG00000274860",1,1,1,1,1,1
"ENSG00000274862",1,1,1,1,1,1
"ENSG00000274863",1,1,1,1,1,1
"ENSG00000274864",1,1,1,1,1,1
"ENSG00000274866",1,1,1,1,1,1
"ENSG00000274867",1,1,1,1,1,1
"ENSG00000274868",1,1,1,1,1,1
"ENSG00000274874",1,1,2,1,1,1
"ENSG00000274878",1,1,1,1,1,1
"ENSG00000274879",1,1,76,1,1,1
"ENSG00000274883",1,1,1,1,1,1
"ENSG00000274884",2,4,7,1,1,1
"ENSG00000274886",1,1,1,1,1,1
"ENSG00000274892",1,1,1,1,1,1
"ENSG00000274893",7,2,2,1,1,1
"ENSG00000274895",17,18,19,1,1,1
"ENSG00000274898",4,14,32,1,1,1
"ENSG00000274899",1,1,1,1,1,1
"ENSG00000274901",1,1,1,1,1,1
"ENSG00000274902",1,3,16,1,1,1
"ENSG00000274903",1,1,1,1,1,1
"ENSG00000274904",1,1,1,1,1,1
"ENSG00000274915",1,1,1,1,1,1
"ENSG00000274917",32,1,1,1,1,1
"ENSG00000274918",8,3,27,1,1,1
"ENSG00000274919",1,1,1,1,1,1
"ENSG00000274922",60,124,33,1,1,1
"ENSG00000274923",1,1,1,1,1,1
"ENSG00000274925",103,143,380,1,1,1
"ENSG00000274927",1,1,1,1,1,1
"ENSG00000274928",1,14,1,1,1,1
"ENSG00000274929",6,20,7,1,1,1
"ENSG00000274930",1,1,1,1,1,1
"ENSG00000274932",1,1,1,1,1,1
"ENSG00000274933",2,1,1,1,1,1
"ENSG00000274934",1,1,1,1,1,1
"ENSG00000274937",1,1,1,1,1,1
"ENSG00000274940",1,1,1,1,1,1
"ENSG00000274943",12,17,146,1,1,1
"ENSG00000274944",1,1,5,1,1,1
"ENSG00000274949",10,36,10,1,1,1
"ENSG00000274954",3,1,1,1,1,1
"ENSG00000274962",1,1,1,1,1,1
"ENSG00000274963",2,2,3,1,1,1
"ENSG00000274964",47,37,15,1,1,1
"ENSG00000274966",1,1,1,1,1,1
"ENSG00000274967",1,2,10,1,1,1
"ENSG00000274969",1,1,1,1,1,1
"ENSG00000274970",1,1,1,1,1,1
"ENSG00000274973",1,2,4,1,1,1
"ENSG00000274975",1,1,1,1,1,1
"ENSG00000274976",1,1,1,1,1,1
"ENSG00000274977",1,1,4,1,1,1
"ENSG00000274978",1,1,1,1,1,1
"ENSG00000274979",9,17,12,1,1,1
"ENSG00000274984",1,1,1,1,1,1
"ENSG00000274985",1,1,1,1,1,1
"ENSG00000274986",1,3,1,1,1,1
"ENSG00000274987",28,26,60,1,1,1
"ENSG00000274988",1,1,1,1,1,1
"ENSG00000274993",5,24,1,1,1,1
"ENSG00000274994",1,1,1,1,1,1
"ENSG00000274995",1,1,1,1,1,1
"ENSG00000274996",2,2,1,1,1,1
"ENSG00000274997",2,1,11,1,1,1
"ENSG00000274998",1,1,1,1,1,1
"ENSG00000274999",1,1,1,1,1,1
"ENSG00000275001",1,1,1,1,1,1
"ENSG00000275002",1,1,1,1,1,1
"ENSG00000275004",642,1084,590,1,1,1
"ENSG00000275005",1,3,6,1,1,1
"ENSG00000275006",1,1,1,1,1,1
"ENSG00000275011",137,8,48,1,1,1
"ENSG00000275012",1,1,1,1,1,1
"ENSG00000275014",1,1,2,1,1,1
"ENSG00000275015",1,1,1,1,1,1
"ENSG00000275016",1,1,1,1,1,1
"ENSG00000275017",15,17,1,1,1,1
"ENSG00000275022",7,3,7,1,1,1
"ENSG00000275023",10689,12823,7483,1,1,1
"ENSG00000275024",3,2,1,1,1,1
"ENSG00000275025",11,13,3,1,1,1
"ENSG00000275026",12,12,1,1,1,1
"ENSG00000275029",3,2,26,1,1,1
"ENSG00000275030",1,1,1,1,1,1
"ENSG00000275033",1,1,1,1,1,1
"ENSG00000275034",1,1,1,1,1,1
"ENSG00000275036",1,1,1,1,1,1
"ENSG00000275038",1,1,1,1,1,1
"ENSG00000275040",1,9,6,1,1,1
"ENSG00000275041",1,1,1,1,1,1
"ENSG00000275043",1,1,1,1,1,1
"ENSG00000275046",1,1,1,1,1,1
"ENSG00000275048",1,1,1,1,1,1
"ENSG00000275052",12576,15138,17964,1,1,1
"ENSG00000275054",1,1,1,1,1,1
"ENSG00000275055",32,74,150,1,1,1
"ENSG00000275056",7,14,66,1,1,1
"ENSG00000275060",1,1,1,1,1,1
"ENSG00000275061",1,21,49,1,1,1
"ENSG00000275063",1,1,1,1,1,1
"ENSG00000275064",1,2,1,1,1,1
"ENSG00000275066",7447,7786,15295,1,1,1
"ENSG00000275067",1,1,1,1,1,1
"ENSG00000275068",1,1,1,1,1,1
"ENSG00000275069",1,1,1,1,1,1
"ENSG00000275070",1,1,1,1,1,1
"ENSG00000275071",1,1,1,1,1,1
"ENSG00000275072",1,1,1,1,1,1
"ENSG00000275074",637,691,170,1,1,1
"ENSG00000275075",1,1,1,1,1,1
"ENSG00000275078",1,1,1,1,1,1
"ENSG00000275084",2,1,6,1,1,1
"ENSG00000275088",1,1,1,1,1,1
"ENSG00000275090",1,1,1,1,1,1
"ENSG00000275091",7,5,15,1,1,1
"ENSG00000275092",3,11,84,1,1,1
"ENSG00000275094",1,1,1,1,1,1
"ENSG00000275097",8,1,2,1,1,1
"ENSG00000275101",4,13,1,1,1,1
"ENSG00000275103",1,3,13,1,1,1
"ENSG00000275106",7,15,28,1,1,1
"ENSG00000275107",1,1,1,1,1,1
"ENSG00000275108",1,1,1,1,1,1
"ENSG00000275109",1,1,1,1,1,1
"ENSG00000275110",17,1,1,1,1,1
"ENSG00000275111",572,441,695,1,1,1
"ENSG00000275113",1,1,1,1,1,1
"ENSG00000275115",1,5,1,1,1,1
"ENSG00000275119",1,1,1,1,1,1
"ENSG00000275120",60,69,24,1,1,1
"ENSG00000275121",1,1,1,1,1,1
"ENSG00000275126",1,1,1,1,1,1
"ENSG00000275127",1,1,1,1,1,1
"ENSG00000275128",1,1,1,1,1,1
"ENSG00000275129",1,1,1,1,1,1
"ENSG00000275130",3,1,1,1,1,1
"ENSG00000275131",1676,1318,2184,1,1,1
"ENSG00000275132",9,3,1,1,1,1
"ENSG00000275134",1,1,1,1,1,1
"ENSG00000275138",1,1,1,1,1,1
"ENSG00000275139",2,2,10,1,1,1
"ENSG00000275140",1,2,17,1,1,1
"ENSG00000275141",1,1,1,1,1,1
"ENSG00000275143",1,1,1,1,1,1
"ENSG00000275144",1,7,1,1,1,1
"ENSG00000275146",1,1,1,1,1,1
"ENSG00000275152",1,2,1,1,1,1
"ENSG00000275154",1,1,1,1,1,1
"ENSG00000275155",1,3,1,1,1,1
"ENSG00000275157",1,1,1,1,1,1
"ENSG00000275158",1,1,1,1,1,1
"ENSG00000275160",143,31,74,1,1,1
"ENSG00000275161",1,1,1,1,1,1
"ENSG00000275162",5,10,2,1,1,1
"ENSG00000275163",63,32,26,1,1,1
"ENSG00000275166",1,4,1,1,1,1
"ENSG00000275167",1,1,1,1,1,1
"ENSG00000275170",1,1,1,1,1,1
"ENSG00000275173",1,1,1,1,1,1
"ENSG00000275174",1,1,1,1,1,1
"ENSG00000275178",1,1,3,1,1,1
"ENSG00000275180",57,49,101,1,1,1
"ENSG00000275183",310,231,37,1,1,1
"ENSG00000275185",1,1,1,1,1,1
"ENSG00000275186",1,1,1,1,1,1
"ENSG00000275191",1,1,5,1,1,1
"ENSG00000275194",1,1,1,1,1,1
"ENSG00000275197",3,6,1,1,1,1
"ENSG00000275198",144,155,312,1,1,1
"ENSG00000275201",1,1,1,1,1,1
"ENSG00000275202",230,308,386,1,1,1
"ENSG00000275206",1,1,1,1,1,1
"ENSG00000275207",1,1,10,1,1,1
"ENSG00000275208",1,1,1,1,1,1
"ENSG00000275210",1,1,1,1,1,1
"ENSG00000275212",5,6,1,1,1,1
"ENSG00000275213",1,1,1,1,1,1
"ENSG00000275215",8,1,6,1,1,1
"ENSG00000275216",4,1,49,1,1,1
"ENSG00000275219",1,1,1,1,1,1
"ENSG00000275221",45,26,135,1,1,1
"ENSG00000275222",1,1,1,1,1,1
"ENSG00000275223",23,10,31,1,1,1
"ENSG00000275226",1,4,56,1,1,1
"ENSG00000275227",1,1,1,1,1,1
"ENSG00000275228",2,9,13,1,1,1
"ENSG00000275229",1,1,1,1,1,1
"ENSG00000275230",1,1,1,1,1,1
"ENSG00000275231",1,1,1,1,1,1
"ENSG00000275232",1,1,1,1,1,1
"ENSG00000275234",978,1134,1448,1,1,1
"ENSG00000275236",5,8,110,1,1,1
"ENSG00000275238",1,1,11,1,1,1
"ENSG00000275239",8,1,1,1,1,1
"ENSG00000275243",1,1,1,1,1,1
"ENSG00000275248",1,2,13,1,1,1
"ENSG00000275249",1,1,1,1,1,1
"ENSG00000275250",1,1,1,1,1,1
"ENSG00000275254",1,1,1,1,1,1
"ENSG00000275256",1,1,1,1,1,1
"ENSG00000275259",1,1,1,1,1,1
"ENSG00000275263",17,33,14,1,1,1
"ENSG00000275265",2,6,10,1,1,1
"ENSG00000275266",1,1,1,1,1,1
"ENSG00000275268",1,1,1,1,1,1
"ENSG00000275273",1,1,1,1,1,1
"ENSG00000275278",1,1,1,1,1,1
"ENSG00000275280",1,1,1,1,1,1
"ENSG00000275285",1,1,4,1,1,1
"ENSG00000275286",1,1,1,1,1,1
"ENSG00000275287",1,1,1,1,1,1
"ENSG00000275291",1,1,1,1,1,1
"ENSG00000275293",1,1,1,1,1,1
"ENSG00000275294",17,63,213,1,1,1
"ENSG00000275295",1,1,1,1,1,1
"ENSG00000275296",1,1,1,1,1,1
"ENSG00000275297",3,17,1,1,1,1
"ENSG00000275302",21,37,19,1,1,1
"ENSG00000275305",1,1,1,1,1,1
"ENSG00000275307",1,1,1,1,1,1
"ENSG00000275310",1,1,1,1,1,1
"ENSG00000275312",1,2,4,1,1,1
"ENSG00000275314",1,1,1,1,1,1
"ENSG00000275315",1,1,1,1,1,1
"ENSG00000275318",97,104,143,1,1,1
"ENSG00000275319",1,1,1,1,1,1
"ENSG00000275320",1,1,1,1,1,1
"ENSG00000275322",15,10,2,1,1,1
"ENSG00000275325",42,14,17,1,1,1
"ENSG00000275327",1,1,1,1,1,1
"ENSG00000275328",7,6,1,1,1,1
"ENSG00000275329",8,10,58,1,1,1
"ENSG00000275332",1,4,20,1,1,1
"ENSG00000275334",1,1,1,1,1,1
"ENSG00000275335",1,1,1,1,1,1
"ENSG00000275337",1,1,1,1,1,1
"ENSG00000275339",2,10,55,1,1,1
"ENSG00000275340",1,2,1,1,1,1
"ENSG00000275342",632,1289,175,1,1,1
"ENSG00000275343",6,5,1,1,1,1
"ENSG00000275344",1,1,1,1,1,1
"ENSG00000275345",2,1,1,1,1,1
"ENSG00000275348",1,1,1,1,1,1
"ENSG00000275350",1,1,1,1,1,1
"ENSG00000275352",1,1,1,1,1,1
"ENSG00000275355",1,1,1,1,1,1
"ENSG00000275356",1,3,8,1,1,1
"ENSG00000275358",2,1,1,1,1,1
"ENSG00000275359",1,1,1,1,1,1
"ENSG00000275360",1,1,1,1,1,1
"ENSG00000275361",1,1,1,1,1,1
"ENSG00000275362",1,1,1,1,1,1
"ENSG00000275363",1,1,1,1,1,1
"ENSG00000275367",56,46,76,1,1,1
"ENSG00000275371",5,11,8,1,1,1
"ENSG00000275372",1,1,1,1,1,1
"ENSG00000275373",1,1,1,1,1,1
"ENSG00000275374",1,1,1,1,1,1
"ENSG00000275377",2,1,1,1,1,1
"ENSG00000275379",1,1,2,1,1,1
"ENSG00000275381",1,6,8,1,1,1
"ENSG00000275383",8,20,8,1,1,1
"ENSG00000275385",28,38,277,1,1,1
"ENSG00000275386",1,1,1,1,1,1
"ENSG00000275387",1,1,1,1,1,1
"ENSG00000275389",8,6,2,1,1,1
"ENSG00000275390",1,1,1,1,1,1
"ENSG00000275391",1,1,1,1,1,1
"ENSG00000275392",3,9,1,1,1,1
"ENSG00000275393",1,1,1,1,1,1
"ENSG00000275395",88,741,111,1,1,1
"ENSG00000275400",1,1,1,1,1,1
"ENSG00000275401",3,1,13,1,1,1
"ENSG00000275405",1,2,1,1,1,1
"ENSG00000275406",1,1,1,1,1,1
"ENSG00000275409",4,2,17,1,1,1
"ENSG00000275410",2585,3085,203,1,1,1
"ENSG00000275411",1,1,1,1,1,1
"ENSG00000275413",15,28,34,1,1,1
"ENSG00000275414",1,1,1,1,1,1
"ENSG00000275417",1,1,1,1,1,1
"ENSG00000275418",1,1,7,1,1,1
"ENSG00000275419",2,1,1,1,1,1
"ENSG00000275423",1,1,1,1,1,1
"ENSG00000275426",24,12,7,1,1,1
"ENSG00000275427",1,1,1,1,1,1
"ENSG00000275429",1,1,1,1,1,1
"ENSG00000275431",1,11,1,1,1,1
"ENSG00000275432",1,1,1,1,1,1
"ENSG00000275437",23,90,143,1,1,1
"ENSG00000275438",3,2,4,1,1,1
"ENSG00000275441",6,15,48,1,1,1
"ENSG00000275443",1,1,1,1,1,1
"ENSG00000275445",23,48,31,1,1,1
"ENSG00000275448",1,1,1,1,1,1
"ENSG00000275449",7,3,1,1,1,1
"ENSG00000275450",33,33,17,1,1,1
"ENSG00000275451",1,1,1,1,1,1
"ENSG00000275453",1,1,1,1,1,1
"ENSG00000275454",41,32,34,1,1,1
"ENSG00000275455",1,1,1,1,1,1
"ENSG00000275457",11,26,155,1,1,1
"ENSG00000275458",1,3,1,1,1,1
"ENSG00000275460",1,1,1,1,1,1
"ENSG00000275461",1,1,1,1,1,1
"ENSG00000275464",221,155,3,1,1,1
"ENSG00000275465",5,5,1,1,1,1
"ENSG00000275467",1,1,1,1,1,1
"ENSG00000275468",1,1,1,1,1,1
"ENSG00000275469",1,1,1,1,1,1
"ENSG00000275475",1,1,1,1,1,1
"ENSG00000275476",5,19,39,1,1,1
"ENSG00000275479",39,35,86,1,1,1
"ENSG00000275480",1,1,1,1,1,1
"ENSG00000275481",11,22,35,1,1,1
"ENSG00000275484",4,4,23,1,1,1
"ENSG00000275485",4,5,3,1,1,1
"ENSG00000275488",1,1,1,1,1,1
"ENSG00000275489",1,1,8,1,1,1
"ENSG00000275490",1,1,1,1,1,1
"ENSG00000275491",7,8,39,1,1,1
"ENSG00000275493",18,21,20,1,1,1
"ENSG00000275494",108,356,166,1,1,1
"ENSG00000275496",297,42,25,1,1,1
"ENSG00000275497",1,1,1,1,1,1
"ENSG00000275502",1,1,1,1,1,1
"ENSG00000275503",1,1,1,1,1,1
"ENSG00000275504",1,1,1,1,1,1
"ENSG00000275506",1,1,6,1,1,1
"ENSG00000275508",1,1,1,1,1,1
"ENSG00000275512",1,3,11,1,1,1
"ENSG00000275515",3,3,2,1,1,1
"ENSG00000275516",1,1,1,1,1,1
"ENSG00000275518",1,1,1,1,1,1
"ENSG00000275519",2,1,4,1,1,1
"ENSG00000275520",1,1,1,1,1,1
"ENSG00000275523",1,2,8,1,1,1
"ENSG00000275524",1,1,1,1,1,1
"ENSG00000275527",1,1,1,1,1,1
"ENSG00000275529",1,1,1,1,1,1
"ENSG00000275532",29,36,20,1,1,1
"ENSG00000275538",1,1,1,1,1,1
"ENSG00000275540",6,54,97,1,1,1
"ENSG00000275547",3,1,1,1,1,1
"ENSG00000275549",15,53,16,1,1,1
"ENSG00000275550",2,1,1,1,1,1
"ENSG00000275552",28,39,129,1,1,1
"ENSG00000275553",1,1,1,1,1,1
"ENSG00000275557",23,37,40,1,1,1
"ENSG00000275558",1,1,1,1,1,1
"ENSG00000275559",1,1,1,1,1,1
"ENSG00000275562",1,1,1,1,1,1
"ENSG00000275563",1,1,1,1,1,1
"ENSG00000275567",1,1,1,1,1,1
"ENSG00000275569",5,8,11,1,1,1
"ENSG00000275572",1,1,1,1,1,1
"ENSG00000275576",2,4,21,1,1,1
"ENSG00000275578",1,1,1,1,1,1
"ENSG00000275580",47,28,19,1,1,1
"ENSG00000275582",10,19,42,1,1,1
"ENSG00000275585",1,1,1,1,1,1
"ENSG00000275586",1,1,1,1,1,1
"ENSG00000275588",1,1,1,1,1,1
"ENSG00000275589",1,1,1,1,1,1
"ENSG00000275591",1,5,6,1,1,1
"ENSG00000275592",1,1,1,1,1,1
"ENSG00000275597",1,1,1,1,1,1
"ENSG00000275598",1,1,1,1,1,1
"ENSG00000275601",37,16,1,1,1,1
"ENSG00000275607",1,1,4,1,1,1
"ENSG00000275609",1,1,1,1,1,1
"ENSG00000275610",1,1,1,1,1,1
"ENSG00000275612",1,1,1,1,1,1
"ENSG00000275613",1,3,7,1,1,1
"ENSG00000275616",1,1,1,1,1,1
"ENSG00000275620",22,48,6,1,1,1
"ENSG00000275625",1,1,1,1,1,1
"ENSG00000275628",1,1,1,1,1,1
"ENSG00000275630",1,1,1,1,1,1
"ENSG00000275631",1,1,1,1,1,1
"ENSG00000275632",18,27,17,1,1,1
"ENSG00000275634",1,1,1,1,1,1
"ENSG00000275635",3,2,5,1,1,1
"ENSG00000275636",12,10,2,1,1,1
"ENSG00000275638",1,1,1,1,1,1
"ENSG00000275640",1,1,1,1,1,1
"ENSG00000275642",1,1,1,1,1,1
"ENSG00000275643",1,1,1,1,1,1
"ENSG00000275645",33,20,42,1,1,1
"ENSG00000275646",1,1,1,1,1,1
"ENSG00000275647",1,1,1,1,1,1
"ENSG00000275649",1,1,1,1,1,1
"ENSG00000275651",4,2,2,1,1,1
"ENSG00000275652",1,1,2,1,1,1
"ENSG00000275654",1,1,1,1,1,1
"ENSG00000275655",1,1,1,1,1,1
"ENSG00000275656",1,1,1,1,1,1
"ENSG00000275661",1,1,1,1,1,1
"ENSG00000275662",1,1,1,1,1,1
"ENSG00000275663",1,1,1,1,1,1
"ENSG00000275664",1,1,1,1,1,1
"ENSG00000275665",3,9,6,1,1,1
"ENSG00000275666",1,1,1,1,1,1
"ENSG00000275667",1,1,1,1,1,1
"ENSG00000275669",1,1,1,1,1,1
"ENSG00000275670",1,1,1,1,1,1
"ENSG00000275672",1,1,1,1,1,1
"ENSG00000275674",8,12,10,1,1,1
"ENSG00000275675",4,4,16,1,1,1
"ENSG00000275676",1,3,1,1,1,1
"ENSG00000275678",38,21,1,1,1,1
"ENSG00000275680",1,1,1,1,1,1
"ENSG00000275681",1,1,1,1,1,1
"ENSG00000275688",3,13,1,1,1,1
"ENSG00000275689",1,1,1,1,1,1
"ENSG00000275691",1,1,1,1,1,1
"ENSG00000275692",1,1,1,1,1,1
"ENSG00000275693",1,1,1,1,1,1
"ENSG00000275695",1,1,1,1,1,1
"ENSG00000275696",1,1,1,1,1,1
"ENSG00000275700",3127,3989,9552,1,1,1
"ENSG00000275703",15,23,72,1,1,1
"ENSG00000275708",1,1,4,1,1,1
"ENSG00000275709",3,6,29,1,1,1
"ENSG00000275710",20,24,3,1,1,1
"ENSG00000275711",1,1,1,1,1,1
"ENSG00000275713",1,1,7,1,1,1
"ENSG00000275714",16,33,36,1,1,1
"ENSG00000275716",1,1,1,1,1,1
"ENSG00000275718",3,45,1,1,1,1
"ENSG00000275719",7,19,4,1,1,1
"ENSG00000275720",29,10,1,1,1,1
"ENSG00000275722",1,1,1,1,1,1
"ENSG00000275725",1,1,1,1,1,1
"ENSG00000275726",1,1,1,1,1,1
"ENSG00000275728",1,1,4,1,1,1
"ENSG00000275733",1,1,1,1,1,1
"ENSG00000275734",64,147,264,1,1,1
"ENSG00000275740",1,1,6,1,1,1
"ENSG00000275741",2,3,1,1,1,1
"ENSG00000275743",1,10,1,1,1,1
"ENSG00000275745",1,1,1,1,1,1
"ENSG00000275747",3,6,1,1,1,1
"ENSG00000275756",1,1,4,1,1,1
"ENSG00000275757",262,1,8,1,1,1
"ENSG00000275759",7,34,101,1,1,1
"ENSG00000275763",112,114,305,1,1,1
"ENSG00000275764",431,645,1431,1,1,1
"ENSG00000275765",161,309,147,1,1,1
"ENSG00000275767",1,1,1,1,1,1
"ENSG00000275768",1,1,1,1,1,1
"ENSG00000275769",16,34,7,1,1,1
"ENSG00000275770",2,1,1,1,1,1
"ENSG00000275771",1,1,1,1,1,1
"ENSG00000275772",2,1,1,1,1,1
"ENSG00000275773",1,1,1,1,1,1
"ENSG00000275774",1,1,1,1,1,1
"ENSG00000275776",1,1,1,1,1,1
"ENSG00000275778",18,13,6,1,1,1
"ENSG00000275785",1,1,1,1,1,1
"ENSG00000275787",1,1,1,1,1,1
"ENSG00000275788",1,1,1,1,1,1
"ENSG00000275789",2,1,1,1,1,1
"ENSG00000275791",1,1,1,1,1,1
"ENSG00000275793",26,20,4,1,1,1
"ENSG00000275799",1,1,1,1,1,1
"ENSG00000275800",1,1,1,1,1,1
"ENSG00000275801",1,1,1,1,1,1
"ENSG00000275803",1,4,1,1,1,1
"ENSG00000275805",3,4,1,1,1,1
"ENSG00000275807",54,76,55,1,1,1
"ENSG00000275808",1,1,1,1,1,1
"ENSG00000275810",1,1,1,1,1,1
"ENSG00000275811",1,1,1,1,1,1
"ENSG00000275812",1,2,1,1,1,1
"ENSG00000275816",1,1,1,1,1,1
"ENSG00000275818",1,1,1,1,1,1
"ENSG00000275823",1,1,1,1,1,1
"ENSG00000275826",1,1,1,1,1,1
"ENSG00000275827",1,1,1,1,1,1
"ENSG00000275828",1,1,1,1,1,1
"ENSG00000275830",1,1,1,1,1,1
"ENSG00000275832",234,373,3012,1,1,1
"ENSG00000275833",1,17,21,1,1,1
"ENSG00000275834",1,1,1,1,1,1
"ENSG00000275835",2731,3416,1305,1,1,1
"ENSG00000275836",1,1,1,1,1,1
"ENSG00000275839",3,2,1,1,1,1
"ENSG00000275840",1,1,1,1,1,1
"ENSG00000275842",1,1,1,1,1,1
"ENSG00000275846",1,1,11,1,1,1
"ENSG00000275850",1,1,1,1,1,1
"ENSG00000275852",1,2,1,1,1,1
"ENSG00000275853",1,1,1,1,1,1
"ENSG00000275854",36,77,77,1,1,1
"ENSG00000275856",1,1,1,1,1,1
"ENSG00000275857",1,1,1,1,1,1
"ENSG00000275859",1,1,1,1,1,1
"ENSG00000275860",1,1,1,1,1,1
"ENSG00000275862",1,1,1,1,1,1
"ENSG00000275863",1,1,1,1,1,1
"ENSG00000275866",1,1,1,1,1,1
"ENSG00000275868",1,1,1,1,1,1
"ENSG00000275869",2,1,1,1,1,1
"ENSG00000275871",1,1,1,1,1,1
"ENSG00000275874",1,1,1,1,1,1
"ENSG00000275875",1,1,1,1,1,1
"ENSG00000275877",1,1,1,1,1,1
"ENSG00000275878",1,1,1,1,1,1
"ENSG00000275880",46,106,47,1,1,1
"ENSG00000275881",8,8,9,1,1,1
"ENSG00000275882",2,2,5,1,1,1
"ENSG00000275888",10,15,59,1,1,1
"ENSG00000275894",8,23,25,1,1,1
"ENSG00000275895",90,227,446,1,1,1
"ENSG00000275896",103515,72610,16343,1,1,1
"ENSG00000275897",27,64,10,1,1,1
"ENSG00000275898",1,1,1,1,1,1
"ENSG00000275900",1,1,1,1,1,1
"ENSG00000275901",1,1,1,1,1,1
"ENSG00000275902",1,1,1,1,1,1
"ENSG00000275904",1,1,1,1,1,1
"ENSG00000275905",1,1,1,1,1,1
"ENSG00000275906",1,1,1,1,1,1
"ENSG00000275908",1,1,1,1,1,1
"ENSG00000275909",1,1,1,1,1,1
"ENSG00000275910",42,74,107,1,1,1
"ENSG00000275915",1,1,1,1,1,1
"ENSG00000275919",1,1,1,1,1,1
"ENSG00000275923",1,1,1,1,1,1
"ENSG00000275924",1,1,1,1,1,1
"ENSG00000275927",1,1,2,1,1,1
"ENSG00000275928",1,1,1,1,1,1
"ENSG00000275929",1,10,1,1,1,1
"ENSG00000275930",1,1,1,1,1,1
"ENSG00000275933",1,1,2,1,1,1
"ENSG00000275936",6,15,1,1,1,1
"ENSG00000275939",1,1,9,1,1,1
"ENSG00000275940",1,1,2,1,1,1
"ENSG00000275942",1,1,1,1,1,1
"ENSG00000275944",4,7,1,1,1,1
"ENSG00000275945",1,1,1,1,1,1
"ENSG00000275948",1,1,1,1,1,1
"ENSG00000275950",1,1,1,1,1,1
